lat,lon
40.7901,-73.9669
40.7441,-73.9723
40.7568,-73.97
40.7498,-73.9832
40.7283,-73.9987
40.7318,-73.9854
40.7611,-73.9869
40.7654,-73.9788
40.764,-73.9541
40.7248,-73.9955
40.7691,-73.9881
40.7567,-73.9775
40.7169,-74.0058
40.7486,-74.0063
40.727,-73.9839
40.7232,-73.9988
40.7481,-73.976
40.7625,-73.9746
40.7272,-74.0055
40.7519,-73.9737
40.7997,-73.9588
40.7468,-74.0078
40.7459,-73.9783
40.7323,-73.9964
40.7222,-73.9944
40.7327,-73.9876
40.7152,-74.0103
40.7405,-73.9891
40.7566,-73.9977
40.7476,-73.9866
40.7348,-73.9948
40.7451,-73.9961
40.7272,-74.0004
40.7646,-73.9852
40.7202,-73.9874
40.7479,-73.985
40.7487,-73.9831
40.7328,-74.0018
40.7438,-73.9923
40.7569,-73.9747
40.7652,-73.976
40.8148,-73.9442
40.7592,-73.9949
40.7635,-73.9768
40.7269,-73.9945
40.7871,-73.9719
40.7624,-73.9964
40.7109,-74.0057
40.8414,-73.9423
40.729,-73.9784
40.7631,-73.9723
40.7682,-73.9618
40.7587,-73.9725
40.7239,-74.0103
40.7625,-73.9866
40.7416,-74.0027
40.7416,-74.0078
40.7605,-73.98
40.7375,-74.0054
40.7331,-73.9944
40.7632,-73.9715
40.7031,-74.0114
40.7662,-73.9541
40.7134,-74.0118
40.7095,-74.0149
40.7491,-73.9943
40.737,-74.0022
40.7341,-74.0084
40.7231,-74.002
40.7481,-74.0069
40.711,-74.009
40.7877,-73.9692
40.7482,-73.9571
40.7567,-73.9788
40.7109,-74.0091
40.7864,-73.978
40.728,-73.9845
40.7293,-73.9801
40.7389,-73.993
40.7197,-73.9877
40.7549,-73.9807
40.7514,-73.994
40.7269,-73.9801
40.7946,-73.9763
40.741,-73.9827
40.7502,-73.9868
40.7683,-73.96
40.7588,-73.9886
40.757,-73.961
40.7791,-73.9601
40.7402,-74.0036
40.7496,-73.9722
40.7929,-73.9754
40.7436,-73.9923
40.7706,-73.9601
40.7423,-74.0044
40.7587,-73.9668
40.7492,-73.9849
40.7112,-74.0065
40.7272,-73.9918
40.7432,-73.9955
40.7596,-73.9756
40.7519,-73.9818
40.7524,-73.9859
40.7283,-74.0028
40.7366,-73.993
40.7261,-73.9918
40.7498,-73.9857
40.7556,-73.9919
40.7071,-74.0165
40.7741,-73.9649
40.7505,-73.9735
40.7306,-74.0092
40.7431,-73.9836
40.7723,-73.9548
40.7537,-73.9891
40.7097,-74.0021
40.7197,-73.9871
40.7565,-73.9747
40.8279,-73.9257
40.7461,-73.9842
40.7303,-73.9936
40.7643,-73.9921
40.8434,-73.9429
40.7293,-73.9841
40.7542,-73.9824
40.7295,-73.9879
40.7367,-73.9889
40.709,-74.0107
40.7498,-73.9793
40.7506,-73.9741
40.7691,-73.9563
40.7157,-74.0064
40.7227,-73.979
40.7426,-73.9962
40.7447,-73.9797
40.7904,-73.9755
40.7842,-73.9813
40.7639,-73.9782
40.7576,-73.9909
40.7517,-74.004
40.7418,-73.975
40.7396,-73.9924
40.746,-74.0017
40.7658,-73.961
40.7762,-73.9524
40.7371,-74.0008
40.73,-73.9993
40.7687,-73.9854
40.78,-73.9568
40.7234,-74.0006
40.7376,-73.9801
40.7652,-73.975
40.7541,-73.982
40.758,-73.9734
40.7384,-73.9855
40.7422,-73.9987
40.7539,-73.9663
40.7452,-74.0058
40.7468,-73.9862
40.7641,-73.9739
40.7085,-74.0098
40.7921,-73.9379
40.7502,-73.9947
40.754,-73.9782
40.7479,-74.0008
40.7626,-73.9772
40.7616,-73.9805
40.7254,-74.0092
40.754,-73.9784
40.7638,-73.9765
40.7502,-73.9947
40.8056,-73.9642
40.7359,-73.9765
40.7621,-73.9813
40.7634,-73.9717
40.8082,-73.9462
40.7634,-73.9735
40.7321,-73.9941
40.7574,-73.9775
40.7559,-73.9926
40.7241,-74.0033
40.7299,-74.0022
40.7861,-73.976
40.7563,-73.9779
40.7714,-73.9595
40.7199,-74.0004
40.7555,-73.9836
40.7197,-74.0017
40.706,-74.0089
40.7271,-74.0018
40.7617,-73.971
40.7481,-73.9916
40.7394,-73.9912
40.7226,-73.9828
40.7307,-74.0102
40.7973,-73.9699
40.7557,-73.9818
40.7454,-73.9905
40.7802,-73.9805
40.7187,-74.0098
40.7437,-73.9792
40.7204,-74.0109
40.7565,-73.9741
40.7452,-73.995
40.7247,-74.0018
40.747,-73.987
40.7477,-73.9931
40.7304,-74.0
40.7224,-73.9978
40.7667,-73.9887
40.7424,-73.9918
40.7881,-73.976
40.766,-73.9605
40.7636,-73.9637
40.7167,-74.0092
40.7466,-74.0035
40.7281,-73.9958
40.7395,-73.9844
40.7277,-73.9793
40.718,-74.0147
40.7596,-73.9777
40.7615,-73.9764
40.7559,-73.9633
40.7339,-73.9879
40.748,-74.0046
40.764,-73.9752
40.7567,-73.9734
40.734,-73.9999
40.7367,-73.9912
40.7365,-73.9989
40.7643,-73.9793
40.7137,-74.0121
40.7435,-73.9959
40.7308,-74.0016
40.7519,-73.975
40.7567,-73.9725
40.7436,-73.9891
40.7794,-73.9754
40.7602,-73.9815
40.7644,-73.9958
40.7083,-74.0066
40.747,-73.9855
40.7679,-73.9962
40.7948,-73.9721
40.7461,-73.9937
40.7291,-73.9922
40.7758,-73.9441
40.7197,-74.0059
40.7422,-74.0045
40.7404,-74.0078
40.8032,-73.9526
40.7425,-73.9847
40.7574,-73.9825
40.7376,-74.0032
40.7383,-73.9894
40.732,-74.0094
40.7637,-73.9713
40.7516,-74.0057
40.7573,-73.9736
40.7164,-74.0056
40.7319,-73.984
40.7247,-73.9947
40.7406,-73.9946
40.7536,-73.999
40.7325,-73.9936
40.7613,-73.9994
40.7091,-74.0053
40.8079,-73.9453
40.7077,-74.0137
40.7779,-73.9887
40.7598,-73.9918
40.7058,-74.0095
40.7652,-73.955
40.7629,-73.9831
40.7398,-73.9893
40.7282,-73.9887
40.7108,-74.0062
40.7341,-73.9947
40.7261,-73.9961
40.7605,-73.9912
40.7628,-73.9598
40.7212,-74.0012
40.748,-73.9883
40.7631,-73.9738
40.7577,-73.9761
40.7633,-73.9718
40.7057,-74.0079
40.7671,-73.968
40.7633,-73.981
40.7396,-73.9868
40.7686,-73.9498
40.7192,-73.9998
40.7306,-73.9927
40.7478,-73.985
40.7604,-73.9847
40.7791,-73.9484
40.7531,-73.9721
40.7489,-73.98
40.7404,-73.9981
40.7275,-73.9939
40.868,-73.9214
40.7758,-73.9529
40.7219,-73.9889
40.7556,-73.9754
40.7196,-73.9998
40.7588,-73.9887
40.7459,-74.0075
40.7546,-73.9932
40.7545,-73.9715
40.7551,-73.975
40.7324,-73.999
40.7546,-73.991
40.7135,-74.0117
40.7244,-73.9911
40.7093,-74.0107
40.7542,-73.998
40.7785,-73.9835
40.7352,-74.01
40.7665,-73.9693
40.7057,-74.0135
40.7583,-73.9669
40.7515,-73.9791
40.7575,-73.9853
40.7644,-73.9616
40.7526,-73.9946
40.7618,-73.983
40.7611,-73.9703
40.7163,-74.0094
40.7559,-73.9945
40.7292,-73.9855
40.764,-73.9788
40.7326,-74.0033
40.7717,-73.9468
40.7521,-73.9756
40.7305,-73.9863
40.7456,-73.9753
40.7884,-73.9524
40.7061,-74.0101
40.7324,-73.9768
40.7199,-74.0085
40.7386,-73.9978
40.7337,-74.0073
40.7308,-73.9931
40.7718,-73.9595
40.7508,-73.9863
40.7234,-74.0018
40.7491,-73.9765
40.7319,-74.005
40.7462,-73.9773
40.7471,-73.981
40.726,-73.9871
40.7751,-73.9769
40.7399,-73.9894
40.7568,-73.9984
40.73,-74.0004
40.7643,-73.9633
40.7205,-74.0101
40.7566,-73.9903
40.7448,-73.9851
40.7405,-73.9894
40.7229,-73.9828
40.7365,-73.987
40.7275,-74.0008
40.7243,-73.9887
40.7447,-73.9718
40.7108,-74.0032
40.8091,-73.9519
40.7451,-74.0061
40.7613,-73.9731
40.7599,-73.9943
40.7635,-73.9631
40.7687,-73.9849
40.7519,-73.9936
40.7364,-73.9965
40.7581,-73.9895
40.7563,-73.9905
40.7479,-74.0046
40.7746,-73.9614
40.7814,-73.946
40.7745,-73.961
40.7417,-73.9875
40.7216,-73.9978
40.7447,-73.9738
40.739,-73.9856
40.7575,-73.9744
40.7844,-73.9574
40.7365,-74.0053
40.7673,-73.9706
40.7276,-73.9792
40.7357,-73.9836
40.7329,-73.9943
40.7557,-73.972
40.7472,-73.9852
40.7255,-74.0003
40.7416,-74.0028
40.7585,-73.9732
40.7344,-74.0031
40.7155,-73.9898
40.7389,-73.9891
40.746,-73.9866
40.7668,-73.9598
40.7399,-74.0008
40.746,-73.9889
40.7223,-73.9841
40.7818,-73.957
40.7459,-73.9881
40.7154,-74.0094
40.7373,-73.9867
40.7628,-73.9697
40.7252,-74.0014
40.7701,-73.9545
40.7235,-74.0033
40.7616,-73.9833
40.7273,-73.9953
40.7403,-73.9947
40.7416,-73.9852
40.7708,-73.9478
40.7664,-73.9819
40.7386,-73.9857
40.7465,-73.9779
40.7717,-73.9868
40.7221,-73.9862
40.7184,-74.0104
40.7109,-74.0176
40.7668,-73.9612
40.7158,-74.0036
40.774,-73.9607
40.7277,-73.9949
40.7519,-73.9862
40.7186,-74.0068
40.7342,-74.004
40.7839,-73.9721
40.7249,-74.0076
40.7375,-74.0082
40.7573,-73.9738
40.7091,-74.0107
40.7149,-74.0122
40.7603,-73.9717
40.7222,-73.9835
40.7683,-73.9822
40.7369,-73.993
40.7442,-73.984
40.7602,-73.9849
40.7227,-73.9829
40.7464,-73.9903
40.7511,-73.9942
40.811,-73.9429
40.7485,-74.0056
40.7835,-73.9742
40.7624,-73.9791
40.7613,-73.9869
40.7411,-73.9958
40.7599,-73.9939
40.7504,-73.9945
40.7264,-74.0075
40.7322,-73.9986
40.7394,-73.9911
40.7197,-74.0085
40.7221,-73.9889
40.7599,-73.9791
40.755,-73.9779
40.8157,-73.9446
40.7547,-73.9775
40.74,-74.0059
40.7808,-73.9838
40.7433,-74.0036
40.7297,-73.9934
40.7254,-74.004
40.7493,-73.9825
40.7831,-73.9529
40.7591,-73.9816
40.7292,-73.9874
40.7551,-73.9879
40.7507,-74.0037
40.7218,-73.9998
40.7733,-73.959
40.7871,-73.9734
40.7633,-73.9727
40.7549,-73.9727
40.7658,-73.9708
40.7293,-73.9938
40.7404,-74.0078
40.7555,-73.9874
40.7623,-73.9919
40.7441,-73.9901
40.7715,-73.9533
40.7197,-73.9941
40.7433,-74.0073
40.7587,-73.9772
40.7529,-73.9955
40.7313,-74.0041
40.7528,-73.9793
40.7377,-73.9843
40.7272,-73.9972
40.7189,-74.005
40.7574,-74.001
40.7562,-73.9945
40.7335,-74.0082
40.7471,-73.9873
40.7652,-73.9723
40.726,-74.0014
40.7449,-73.9951
40.7586,-73.9925
40.7663,-73.9523
40.8002,-73.9649
40.7588,-73.9641
40.7709,-73.9634
40.7468,-73.99
40.7233,-74.0084
40.7182,-74.0031
40.7499,-73.9922
40.7718,-73.9823
40.727,-74.0055
40.7809,-73.9495
40.7293,-74.0051
40.7141,-74.0147
40.759,-73.9712
40.7261,-73.9961
40.7408,-73.9817
40.7221,-74.0041
40.7737,-73.9838
40.7242,-73.9978
40.7339,-74.0097
40.7552,-73.9755
40.7151,-73.9812
40.7236,-74.0108
40.7846,-73.9795
40.7272,-74.0003
40.7656,-73.9788
40.7994,-73.9534
40.7356,-74.0028
40.7327,-73.9918
40.7165,-73.991
40.762,-73.9719
40.7302,-73.9861
40.7519,-73.9856
40.7158,-73.986
40.7422,-73.9968
40.7555,-73.9731
40.8085,-73.945
40.7622,-73.9724
40.7895,-73.9526
40.7623,-73.9939
40.7582,-73.9775
40.769,-73.9647
40.7554,-73.9876
40.7542,-73.9755
40.7327,-73.9875
40.7335,-74.0085
40.7368,-73.9881
40.7186,-73.9834
40.7448,-73.9888
40.7261,-73.9963
40.7653,-73.9757
40.7633,-73.9749
40.7727,-73.9793
40.7251,-74.0043
40.7293,-73.999
40.748,-73.9722
40.7568,-73.9724
40.7458,-73.9838
40.7523,-73.9682
40.7221,-73.9873
40.7753,-73.9876
40.7798,-73.9879
40.7268,-73.9909
40.7548,-73.9716
40.7577,-73.9728
40.74,-73.988
40.7556,-73.9761
40.7268,-73.9871
40.7542,-73.9689
40.7136,-74.0142
40.7492,-73.9918
40.7268,-73.9964
40.7162,-74.0076
40.7788,-73.9601
40.7139,-74.0116
40.7459,-74.0055
40.7599,-73.968
40.7549,-73.9833
40.7189,-73.9851
40.7246,-74.002
40.7411,-73.9926
40.7637,-73.9734
40.7528,-73.9678
40.75,-73.9843
40.7261,-73.9986
40.7487,-74.0064
40.7361,-73.9872
40.7596,-73.9764
40.7767,-73.9555
40.7735,-73.9489
40.7805,-73.956
40.7588,-73.9861
40.7534,-73.9715
40.7759,-73.9566
40.7548,-73.9716
40.7203,-73.9999
40.7711,-73.9834
40.758,-73.9534
40.7614,-73.9723
40.761,-73.9675
40.7433,-73.9925
40.7508,-74.0037
40.7518,-73.9751
40.7549,-73.9755
40.719,-74.0065
40.7596,-73.988
40.7667,-73.9787
40.7959,-73.9727
40.758,-73.9894
40.7641,-73.9735
40.7324,-73.9948
40.7118,-74.0076
40.7693,-73.981
40.7245,-73.9798
40.7487,-73.9813
40.7571,-73.9825
40.7752,-73.9537
40.756,-73.9746
40.7638,-73.9776
40.7703,-73.9622
40.7287,-74.0016
40.7446,-73.9889
40.7754,-73.9585
40.7502,-73.9946
40.7673,-73.9902
40.7608,-73.9748
40.7792,-73.9829
40.7678,-73.9855
40.759,-73.9773
40.7643,-73.9868
40.7115,-74.0156
40.7406,-74.0057
40.7645,-73.9798
40.7353,-74.01
40.7208,-74.0085
40.7328,-73.9999
40.7665,-73.9683
40.7361,-73.998
40.823,-73.9558
40.7772,-73.9762
40.7096,-74.0015
40.7459,-73.9881
40.7339,-73.9897
40.7519,-74.0044
40.7834,-73.9571
40.7572,-73.976
40.7312,-73.9843
40.769,-73.9632
40.7239,-73.9878
40.7443,-73.9822
40.7414,-73.994
40.7751,-73.9879
40.7235,-73.9909
40.7251,-74.0077
40.7503,-73.9731
40.75,-73.9814
40.7222,-74.0003
40.7528,-73.981
40.7238,-73.976
40.7453,-73.991
40.7219,-73.9988
40.7582,-73.9731
40.7584,-73.9642
40.724,-74.0008
40.724,-73.9981
40.7339,-73.9772
40.7398,-73.9816
40.7512,-73.9904
40.7434,-73.9979
40.76,-73.9721
40.7531,-73.9821
40.7265,-74.0057
40.7263,-74.0092
40.742,-74.0037
40.7654,-73.9527
40.812,-73.9436
40.7375,-73.997
40.7211,-73.9948
40.7793,-73.9753
40.7555,-73.9928
40.764,-73.974
40.7684,-73.9822
40.7706,-73.9546
40.7071,-74.005
40.7703,-73.962
40.7086,-74.007
40.8069,-73.9671
40.7415,-73.999
40.7379,-73.9959
40.72,-74.0086
40.7677,-73.9931
40.7551,-73.9752
40.7717,-73.9651
40.7499,-74.0053
40.764,-73.9757
40.7724,-73.9669
40.7203,-73.996
40.7388,-73.9898
40.7359,-73.9803
40.7362,-73.9982
40.7179,-73.9894
40.7704,-73.9859
40.7694,-73.9693
40.7388,-74.0041
40.7704,-73.9572
40.7357,-74.0068
40.7617,-73.9848
40.7938,-73.9718
40.7361,-73.992
40.8384,-73.946
40.7499,-73.9951
40.7329,-73.9959
40.8015,-73.9682
40.7556,-73.9709
40.7159,-74.0117
40.7528,-73.9793
40.7525,-73.9863
40.7417,-74.0037
40.7711,-73.9679
40.7629,-73.9813
40.7624,-73.9742
40.7635,-73.9777
40.7073,-74.0043
40.7416,-74.0047
40.7593,-73.9722
40.7502,-73.9772
40.7382,-73.99
40.7413,-74.0086
40.7603,-73.9715
40.7859,-73.9689
40.7763,-73.9621
40.77,-73.9592
40.7588,-73.9726
40.7128,-73.9968
40.7612,-73.9907
40.7645,-73.983
40.7445,-73.9832
40.7624,-73.983
40.7112,-74.016
40.7517,-73.9938
40.7469,-73.9814
40.7206,-73.9969
40.8355,-73.9393
40.7621,-73.98
40.771,-73.9556
40.7189,-74.0066
40.7438,-73.995
40.7317,-74.0049
40.7392,-73.9955
40.7259,-73.9919
40.7695,-73.9672
40.714,-73.9975
40.7603,-73.9993
40.7509,-74.004
40.7554,-73.9773
40.7714,-73.9862
40.7463,-73.984
40.7093,-74.0019
40.7543,-73.9743
40.7721,-73.9465
40.7238,-73.9945
40.7485,-74.006
40.7274,-73.9935
40.7439,-73.9838
40.7335,-73.9855
40.7429,-73.9985
40.7421,-73.9971
40.7378,-73.9847
40.7056,-74.0067
40.7274,-73.9938
40.7511,-73.9766
40.7586,-73.9736
40.7644,-73.9813
40.7272,-73.9895
40.759,-73.9925
40.7442,-73.9919
40.7744,-73.9656
40.7425,-73.9745
40.7492,-73.9957
40.7785,-73.982
40.7451,-73.9823
40.7622,-73.9815
40.709,-74.0099
40.7611,-74.0
40.7457,-73.9945
40.7368,-73.9906
40.7898,-73.9698
40.743,-73.9794
40.7708,-73.9822
40.7423,-73.9916
40.7534,-73.973
40.7428,-73.979
40.7217,-73.9975
40.7402,-74.0059
40.7456,-73.9845
40.7742,-73.9636
40.862,-73.9249
40.7609,-73.9844
40.7636,-73.9795
40.7273,-74.0032
40.7679,-73.9501
40.7396,-74.0064
40.7422,-73.985
40.7634,-73.974
40.76,-73.973
40.7579,-73.9717
40.7508,-74.0036
40.7688,-73.9814
40.7354,-74.0093
40.7535,-73.9783
40.7466,-73.9938
40.7437,-73.9728
40.7584,-73.967
40.7266,-73.9795
40.7458,-73.9937
40.753,-74.0038
40.7464,-73.9913
40.7722,-73.9558
40.7168,-73.9977
40.7342,-73.9886
40.7042,-74.0088
40.7158,-74.0117
40.7564,-73.9721
40.7706,-73.9547
40.7505,-73.9817
40.7564,-73.9977
40.7228,-74.0043
40.7391,-73.9898
40.7272,-73.9863
40.7298,-73.9808
40.7195,-74.0061
40.757,-73.9843
40.7065,-74.0161
40.7644,-73.9683
40.7232,-73.9913
40.7738,-73.9516
40.7574,-73.9804
40.7427,-74.0
40.7831,-73.9784
40.7441,-73.984
40.7274,-74.0005
40.7411,-73.9999
40.7048,-74.0079
40.7345,-74.0015
40.7563,-73.9897
40.7474,-73.9852
40.748,-74.007
40.7442,-73.9837
40.7403,-73.9944
40.7415,-73.9936
40.7701,-73.9839
40.7217,-74.0041
40.7289,-73.9883
40.7582,-73.9816
40.7402,-73.9958
40.7087,-74.0098
40.7429,-73.9926
40.7409,-74.0017
40.7783,-73.985
40.7636,-73.9735
40.7556,-73.9702
40.7182,-74.0051
40.775,-73.9629
40.7462,-73.9946
40.7821,-73.9479
40.7345,-73.9834
40.7391,-73.9827
40.7757,-73.9601
40.7342,-73.9997
40.7207,-73.9802
40.7485,-73.9732
40.764,-73.977
40.7465,-74.0083
40.735,-74.0026
40.7566,-73.9828
40.765,-73.9841
40.7525,-73.9841
40.721,-73.9874
40.724,-73.9902
40.7736,-73.9558
40.7299,-73.9995
40.7196,-73.9978
40.7791,-73.9506
40.7328,-73.9939
40.7482,-74.0037
40.7797,-73.9735
40.7153,-74.0158
40.7639,-73.9863
40.7219,-74.0041
40.7635,-73.9889
40.7856,-73.9701
40.766,-73.9909
40.7553,-73.9766
40.7292,-74.0012
40.7238,-74.0047
40.7955,-73.9329
40.7597,-73.9741
40.7605,-73.9799
40.7656,-73.9842
40.7409,-73.9897
40.7179,-73.9895
40.7808,-73.9607
40.7731,-73.9566
40.7701,-73.9646
40.7161,-74.0027
40.7492,-73.9763
40.7411,-74.0055
40.7571,-73.9739
40.7118,-74.0064
40.7112,-74.0058
40.7584,-73.9747
40.7315,-73.9829
40.7553,-73.9998
40.7636,-73.9926
40.7616,-73.9756
40.7187,-74.0088
40.7195,-73.9996
40.76,-73.973
40.7586,-73.9706
40.715,-74.0119
40.7355,-73.994
40.7642,-73.9561
40.7546,-73.98
40.7223,-74.0093
40.734,-74.0003
40.778,-73.9546
40.7335,-74.0063
40.7418,-73.9973
40.7409,-73.992
40.7555,-73.9712
40.7702,-73.9945
40.7524,-73.9685
40.729,-73.9992
40.7237,-73.9894
40.7174,-74.0161
40.7227,-73.998
40.7634,-73.9728
40.7396,-74.0018
40.7052,-74.0074
40.724,-74.0033
40.7632,-73.9711
40.7462,-73.9726
40.7628,-73.9793
40.7198,-74.0124
40.7523,-73.9824
40.7421,-74.0039
40.734,-74.0005
40.7151,-74.016
40.7671,-73.9826
40.7309,-73.9914
40.7587,-73.9817
40.7088,-74.0026
40.7609,-73.9722
40.7367,-73.997
40.7386,-73.9938
40.7311,-73.9995
40.7373,-73.9965
40.7373,-73.9907
40.7544,-73.9887
40.7242,-73.9923
40.7078,-74.0145
40.7272,-74.0059
40.7186,-74.005
40.7596,-73.9788
40.7091,-74.0126
40.7772,-73.9806
40.7117,-74.0077
40.7791,-73.9749
40.7602,-73.9722
40.7562,-73.9848
40.7706,-73.984
40.7143,-73.9874
40.7595,-73.9807
40.7458,-73.988
40.7222,-74.0007
40.7505,-73.9866
40.7408,-74.0055
40.7396,-74.0072
40.749,-73.9884
40.7469,-73.9936
40.75,-74.0056
40.7439,-74.0064
40.7584,-73.9865
40.7442,-73.9843
40.7207,-73.9803
40.7202,-73.9873
40.7377,-74.0047
40.7038,-74.012
40.7489,-73.974
40.7624,-73.9785
40.7246,-73.9916
40.7624,-73.979
40.7209,-74.0042
40.7498,-74.0051
40.7254,-73.9991
40.7025,-74.0139
40.7443,-73.9837
40.7704,-73.958
40.7347,-74.0023
40.7648,-73.996
40.7155,-74.006
40.7198,-74.0021
40.748,-73.9816
40.7304,-73.9928
40.788,-73.9674
40.7579,-73.9619
40.7219,-74.0074
40.7652,-73.9774
40.7636,-73.9597
40.7606,-73.9705
40.7291,-74.0026
40.7189,-74.0107
40.7445,-73.9761
40.7841,-73.9502
40.7257,-73.9882
40.7647,-73.9787
40.7463,-73.972
40.7224,-74.0038
40.7472,-73.9854
40.7658,-73.9693
40.7849,-73.9558
40.7256,-73.9976
40.8023,-73.9345
40.7269,-74.002
40.7769,-73.9523
40.725,-73.9923
40.7366,-73.9854
40.7594,-73.9635
40.7265,-73.9847
40.7244,-74.0046
40.7524,-73.9753
40.716,-74.0053
40.705,-74.0077
40.7419,-73.9893
40.7395,-73.9952
40.7563,-73.9789
40.7425,-73.9894
40.7528,-73.9793
40.7288,-74.0005
40.7473,-73.9741
40.754,-73.972
40.7519,-73.9737
40.7633,-73.9624
40.7429,-73.985
40.775,-73.9886
40.7325,-74.0034
40.7098,-74.0069
40.764,-73.9723
40.7405,-73.9985
40.7576,-73.997
40.7688,-73.982
40.8054,-73.9518
40.7417,-73.9802
40.7583,-73.9728
40.7382,-73.988
40.7142,-74.0151
40.7328,-73.9776
40.7468,-74.0047
40.7597,-73.9819
40.7581,-73.9754
40.7414,-73.9933
40.7573,-73.984
40.758,-73.9725
40.7588,-73.9772
40.7271,-73.9804
40.734,-73.9849
40.7497,-73.9916
40.7732,-73.9448
40.7727,-73.9557
40.7248,-73.9988
40.7613,-73.9869
40.7606,-73.9911
40.7075,-74.0075
40.7281,-73.9828
40.7379,-73.9881
40.7597,-73.9789
40.7506,-74.0031
40.7549,-73.9725
40.7984,-73.9726
40.7626,-73.9743
40.7585,-73.9709
40.7444,-74.0066
40.7538,-73.9885
40.7774,-73.9601
40.7381,-73.9909
40.7546,-73.9717
40.7235,-74.0006
40.7382,-73.9892
40.7138,-74.0087
40.7552,-73.9887
40.7117,-74.0068
40.7564,-73.9725
40.7818,-73.9539
40.7563,-73.9905
40.7453,-73.9911
40.7497,-73.9734
40.708,-74.0087
40.7481,-73.988
40.7203,-73.9891
40.7856,-73.9691
40.7624,-73.9624
40.7502,-73.9949
40.741,-73.9816
40.7195,-73.9895
40.7725,-73.9557
40.7814,-73.9798
40.7406,-74.004
40.7875,-73.9746
40.7554,-73.9795
40.7112,-74.0059
40.7246,-73.9974
40.7595,-73.9819
40.7438,-73.9714
40.7699,-73.961
40.7485,-73.9735
40.7609,-73.971
40.7816,-73.9802
40.7264,-73.9802
40.7224,-73.9917
40.7735,-73.9622
40.7271,-73.9887
40.7138,-74.0094
40.7234,-74.0093
40.8012,-73.9676
40.7569,-73.9936
40.7098,-74.0148
40.7599,-73.9722
40.7788,-73.9603
40.7253,-73.9922
40.7285,-73.9995
40.7356,-74.0084
40.7777,-73.9633
40.7233,-73.9912
40.7458,-74.0055
40.7709,-73.981
40.7707,-73.992
40.7228,-73.9931
40.7498,-73.9952
40.7156,-73.9915
40.7647,-73.9662
40.7752,-73.9914
40.7472,-73.9864
40.7426,-73.9919
40.7146,-73.9907
40.7676,-73.9828
40.7625,-73.9755
40.7177,-74.0056
40.7594,-73.9812
40.7551,-73.9839
40.7537,-73.9764
40.7502,-73.9949
40.7402,-73.9948
40.7186,-73.9993
40.7808,-73.9764
40.7826,-73.9511
40.7281,-73.9821
40.7196,-73.9943
40.7229,-73.9945
40.7442,-73.9833
40.7488,-73.9913
40.736,-74.005
40.7862,-73.9557
40.7692,-73.9884
40.7993,-73.9637
40.7655,-73.9676
40.7598,-73.974
40.7677,-73.9927
40.7376,-74.0015
40.727,-73.9915
40.7379,-73.9881
40.7306,-74.0067
40.7225,-73.9861
40.7756,-73.9581
40.7434,-73.9841
40.7147,-74.0092
40.7252,-73.9981
40.7485,-73.9848
40.7228,-74.0045
40.7339,-73.9908
40.7843,-73.9569
40.7388,-74.0032
40.7094,-74.0152
40.7454,-73.9867
40.7561,-73.9772
40.731,-73.9914
40.7436,-73.9881
40.718,-74.0
40.7824,-73.9751
40.7466,-74.0074
40.7789,-73.9776
40.7498,-73.9834
40.7185,-73.9833
40.77,-73.9668
40.7754,-73.9781
